id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
199,12.0,10.0,1.3774,0.9486,11.9984,1.5052,0.9492,14.0271,0.12780000000000014,0.0006000000000000449,2.0287000000000006
176,8.01,10.0,1.1816,0.7891,8.007,1.0713,0.7141,5.9816,-0.11030000000000006,-0.07500000000000007,-2.0253999999999994
282,14.0,10.0,2.0056,0.9546,13.9996,1.2915,0.896,7.7244,-0.7140999999999997,-0.058599999999999985,-6.275199999999999
180,13.0,10.0,1.53,0.955,13.0046,1.5025,0.9542,17.3523,-0.02750000000000008,-0.0007999999999999119,4.3477
166,18.0,10.0,1.541,0.9534,17.996,1.7313,0.9518,19.0004,0.19030000000000014,-0.0016000000000000458,1.0044000000000004
7,14.01,10.0,2.1293,0.9833,14.0074,1.9255,0.9552,10.5636,-0.2038000000000002,-0.028099999999999903,-3.4438000000000013
59,1.06,10.0,1.057,0.8069,1.0584,1.0423,0.7792,2.9098,-0.014699999999999935,-0.027699999999999947,1.8514000000000002
288,6.0,10.0,1.4563,0.9367,6.0034,1.1329,0.895,3.5725,-0.3233999999999999,-0.04169999999999996,-2.4309000000000003
205,12.01,10.0,1.5789,0.9633,12.007,1.1898,0.8557,8.236,-0.3891,-0.10760000000000003,-3.770999999999999
283,5.99,10.0,1.2507,0.9052,5.9859,1.1568,0.8467,2.2072,-0.09389999999999987,-0.058499999999999996,-3.7787
136,10.01,10.0,1.4429,0.8751,10.0066,1.1082,0.7988,8.9365,-0.3347,-0.07630000000000003,-1.0701
69,16.0,10.0,1.8016,0.9389,15.998,1.3796,0.8804,8.3135,-0.42200000000000015,-0.058499999999999996,-7.6845
94,6.02,10.0,1.2566,0.8553,6.0172,1.1798,0.8177,5.8382,-0.07679999999999998,-0.03759999999999997,-0.17900000000000027
247,6.01,10.0,1.843,0.9858,6.0066,1.4557,0.9648,13.1525,-0.3873,-0.02100000000000002,7.1459
232,13.99,10.0,1.7628,0.9638,13.9913,1.1019,0.7812,4.0685,-0.6608999999999998,-0.18259999999999998,-9.9228
64,5.0,10.0,3.192,0.9933,4.9951,2.1813,0.9779,4.9025,-1.0107000000000004,-0.01539999999999997,-0.09260000000000002
220,9.0,10.0,2.1916,0.9792,8.9965,1.1309,0.9062,5.4326,-1.0607000000000002,-0.07299999999999995,-3.5638999999999994
229,3.99,10.0,1.2034,0.8729,3.9926,1.1576,0.8495,5.7804,-0.04580000000000006,-0.023399999999999976,1.7878000000000003
181,10.0,10.0,3.337,0.9935,9.9992,1.8856,0.9623,10.5052,-1.4514000000000002,-0.031200000000000006,0.5060000000000002
163,1.0,10.0,1.4899,0.9039,1.0024,1.1429,0.831,-1.6348,-0.347,-0.07290000000000008,-2.6372
145,17.69,10.0,2.0848,0.9696,17.6945,1.2862,0.9306,11.8461,-0.7986,-0.039000000000000035,-5.848400000000002
17,3.05,10.0,1.0749,0.8513,3.0536,1.1847,0.8742,8.1866,0.10980000000000012,0.02290000000000003,5.133000000000001
280,8.0,10.0,1.2798,0.8918,7.9982,1.2518,0.8732,8.4737,-0.028000000000000025,-0.01860000000000006,0.47549999999999937
249,14.0,10.0,2.2994,0.9483,13.9955,2.0924,0.9478,13.912,-0.20699999999999985,-0.000500000000000056,-0.08349999999999902
223,4.03,10.0,1.0987,0.8018,4.0307,1.0644,0.7317,1.9696,-0.0343,-0.07009999999999994,-2.0611000000000006
132,12.01,10.0,1.4982,0.9124,12.0123,1.5154,0.915,12.7485,0.017200000000000104,0.0026000000000000467,0.7362000000000002
118,8.0,10.0,1.2412,0.8666,8.0032,1.2271,0.8546,8.1561,-0.014100000000000001,-0.01200000000000001,0.1529000000000007
271,13.99,10.0,1.94,0.9836,13.992,1.4465,0.9604,11.3289,-0.49350000000000005,-0.0232,-2.6631
113,18.99,10.0,2.4335,0.9785,18.9939,1.2908,0.8707,9.871,-1.1427,-0.1078,-9.1229
20,7.02,10.0,1.224,0.9276,7.0249,1.3184,0.9182,8.684,0.09440000000000004,-0.009399999999999964,1.6590999999999996
67,-0.01,10.0,1.1196,0.8135,-0.007,1.0249,0.6333,-1.3985,-0.0947,-0.18020000000000003,-1.3915000000000002
142,8.06,10.0,1.3254,0.8873,8.0649,1.1812,0.8507,5.3899,-0.14419999999999988,-0.036599999999999966,-2.675
191,16.0,10.0,1.5994,0.9762,15.9992,1.0848,0.929,10.4046,-0.5146,-0.04719999999999991,-5.5946
291,6.0,10.0,1.4894,0.9452,5.996,1.25,0.9384,6.4212,-0.23940000000000006,-0.006800000000000028,0.42519999999999936
277,3.96,10.0,1.0878,0.8144,3.9638,1.091,0.8206,4.6529,0.0031999999999998696,0.006199999999999983,0.6890999999999998
33,16.0,10.0,1.6421,0.9571,15.9967,1.3719,0.945,13.7909,-0.2702,-0.0121,-2.2058
208,11.01,10.0,1.5255,0.967,11.0082,1.5256,0.967,11.009,9.999999999998899e-05,0.0,0.0007999999999999119
