id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
fileid_718,14.39,6.06,1.3929,0.9387,7.7239,1.3929,0.9387,7.7239,0.0,0.0,0.0
fileid_719,3.85,7.92,1.0822,0.5144,-6.7559,1.0822,0.5144,-6.7559,0.0,0.0,0.0
fileid_720,7.25,7.92,1.0779,0.6941,0.2252,1.0779,0.6941,0.2252,0.0,0.0,0.0
fileid_721,0.92,6.54,1.1031,0.7183,-1.8167,1.1031,0.7183,-1.8167,0.0,0.0,0.0
fileid_722,0.4,10.56,1.0955,0.6321,-3.0044,1.0955,0.6321,-3.0044,0.0,0.0,0.0
fileid_723,-0.92,6.301,1.073,0.7871,-3.2534,1.073,0.7871,-3.2534,0.0,0.0,0.0
fileid_724,14.98,7.141,1.0756,0.7207,-1.5986,1.0756,0.7207,-1.5986,0.0,0.0,0.0
fileid_725,3.07,6.6,1.0968,0.883,2.3806,1.0968,0.883,2.3806,0.0,0.0,0.0
fileid_726,12.86,8.939,3.7373,0.9998,10.686,3.7373,0.9998,10.686,0.0,0.0,0.0
fileid_727,3.16,7.74,1.0597,0.6486,-0.1723,1.0597,0.6486,-0.1723,0.0,0.0,0.0
fileid_728,-0.56,7.54,1.0731,0.6907,-2.1164,1.0731,0.6907,-2.1164,0.0,0.0,0.0
fileid_729,-4.4,6.541,1.0369,0.5413,-8.2845,1.0369,0.5413,-8.2845,0.0,0.0,0.0
fileid_730,-4.72,8.821,1.0564,0.7483,-5.5347,1.0564,0.7483,-5.5347,0.0,0.0,0.0
fileid_731,8.28,7.141,1.4573,0.9003,1.2451,1.4573,0.9003,1.2451,0.0,0.0,0.0
fileid_732,6.65,7.44,1.131,0.741,-0.2369,1.131,0.741,-0.2369,0.0,0.0,0.0
fileid_733,-4.47,11.381,1.04,0.6846,-6.2304,1.04,0.6846,-6.2304,0.0,0.0,0.0
fileid_734,14.04,6.939,1.2462,0.8123,3.2468,1.2462,0.8123,3.2468,0.0,0.0,0.0
fileid_735,9.29,6.24,1.5276,0.9181,7.7608,1.5276,0.9181,7.7608,0.0,0.0,0.0
fileid_736,2.92,8.821,1.2081,0.9179,1.905,1.2081,0.9179,1.905,0.0,0.0,0.0
fileid_737,0.76,7.199,1.2135,0.8589,-3.9341,1.2135,0.8589,-3.9341,0.0,0.0,0.0
fileid_738,-3.36,6.95,1.109,0.6159,-5.121,1.109,0.6159,-5.121,0.0,0.0,0.0
fileid_739,19.68,7.26,2.0784,0.97,17.8618,2.0784,0.97,17.8618,0.0,0.0,0.0
fileid_740,19.65,7.38,1.5842,0.8687,4.4684,1.5842,0.8687,4.4684,0.0,0.0,0.0
fileid_741,-0.13,6.28,1.1263,0.8225,-0.9691,1.1263,0.8225,-0.9691,0.0,0.0,0.0
fileid_742,9.68,8.0,1.3117,0.7604,8.4957,1.3117,0.7604,8.4957,0.0,0.0,0.0
fileid_743,1.83,7.921,1.101,0.7749,1.0407,1.101,0.7749,1.0407,0.0,0.0,0.0
fileid_744,1.44,8.0,1.2793,0.857,0.1344,1.2793,0.857,0.1344,0.0,0.0,0.0
fileid_745,18.49,7.399,2.9352,0.9859,17.7067,2.9352,0.9859,17.7067,0.0,0.0,0.0
fileid_746,19.15,6.92,2.9455,0.975,17.4245,2.9455,0.975,17.4245,0.0,0.0,0.0
fileid_747,6.27,8.0,1.1276,0.6283,-5.0268,1.1276,0.6283,-5.0268,0.0,0.0,0.0
fileid_748,15.39,8.161,1.4609,0.8897,4.9088,1.4609,0.8897,4.9088,0.0,0.0,0.0
fileid_749,6.37,6.44,1.2692,0.9006,5.6274,1.2692,0.9006,5.6274,0.0,0.0,0.0
fileid_750,-2.66,7.44,1.0447,0.7958,-4.4962,1.0447,0.7958,-4.4962,0.0,0.0,0.0
fileid_751,4.81,8.361,1.17,0.8888,4.3527,1.17,0.8888,4.3527,0.0,0.0,0.0
fileid_752,-3.37,6.359,1.0811,0.8967,-4.5839,1.0811,0.8967,-4.5839,0.0,0.0,0.0
fileid_753,-0.93,6.92,1.0331,0.6521,-4.0246,1.0331,0.6521,-4.0246,0.0,0.0,0.0
fileid_754,-4.92,9.76,1.0257,0.4769,-7.3786,1.0257,0.4769,-7.3786,0.0,0.0,0.0
fileid_755,-0.7,7.24,1.155,0.8971,-1.7047,1.155,0.8971,-1.7047,0.0,0.0,0.0
fileid_756,7.37,8.64,1.1022,0.733,-0.5168,1.1022,0.733,-0.5168,0.0,0.0,0.0
fileid_757,2.85,6.2,1.083,0.8049,-1.7515,1.083,0.8049,-1.7515,0.0,0.0,0.0
fileid_758,-3.58,9.2,1.0558,0.631,-6.0123,1.0558,0.631,-6.0123,0.0,0.0,0.0
fileid_759,5.98,6.519,1.3012,0.8077,1.0675,1.3012,0.8077,1.0675,0.0,0.0,0.0
fileid_760,-3.8,6.281,1.0323,0.7022,-4.883,1.0323,0.7022,-4.883,0.0,0.0,0.0
fileid_761,8.45,6.84,1.1367,0.8665,1.7615,1.1367,0.8665,1.7615,0.0,0.0,0.0
fileid_762,10.28,6.681,1.2736,0.9123,8.8326,1.2736,0.9123,8.8326,0.0,0.0,0.0
fileid_763,9.3,9.8,1.2206,0.9399,8.7936,1.2206,0.9399,8.7936,0.0,0.0,0.0
fileid_764,17.03,2.616,1.1074,0.7116,1.6578,1.1074,0.7116,1.6578,0.0,0.0,0.0
fileid_765,11.56,6.096,1.2167,0.6595,-2.755,1.2167,0.6595,-2.755,0.0,0.0,0.0
fileid_766,-4.45,4.128,1.0264,0.6214,-6.0268,1.0264,0.6214,-6.0268,0.0,0.0,0.0
fileid_767,-4.3,7.896,1.137,0.7956,-6.2358,1.137,0.7956,-6.2358,0.0,0.0,0.0
fileid_768,0.69,5.04,1.0877,0.508,-1.2784,1.0877,0.508,-1.2784,0.0,0.0,0.0
fileid_769,16.33,3.096,2.1479,0.9779,7.8548,2.1479,0.9779,7.8548,0.0,0.0,0.0
fileid_770,-4.63,6.216,1.0804,0.6025,-5.9506,1.0804,0.6025,-5.9506,0.0,0.0,0.0
fileid_771,16.03,3.48,1.1535,0.7739,0.5328,1.1535,0.7739,0.5328,0.0,0.0,0.0
fileid_772,18.86,3.384,1.8169,0.8701,2.8483,1.8169,0.8701,2.8483,0.0,0.0,0.0
fileid_773,2.4,4.056,1.0933,0.4567,-8.6947,1.0933,0.4567,-8.6947,0.0,0.0,0.0
fileid_774,-2.84,5.496,1.0583,0.5232,-5.6843,1.0583,0.5232,-5.6843,0.0,0.0,0.0
fileid_775,4.18,3.816,1.3741,0.9291,1.5212,1.3741,0.9291,1.5212,0.0,0.0,0.0
fileid_776,16.62,3.814,2.0925,0.9803,14.7575,2.0925,0.9803,14.7575,0.0,0.0,0.0
fileid_777,14.07,6.384,1.3193,0.8263,0.7299,1.3193,0.8263,0.7299,0.0,0.0,0.0
fileid_778,3.54,4.416,1.4929,0.7463,-1.9942,1.4929,0.7463,-1.9942,0.0,0.0,0.0
fileid_779,6.73,6.528,1.6211,0.5774,1.137,1.6211,0.5774,1.137,0.0,0.0,0.0
fileid_780,9.27,5.064,1.181,0.7753,1.3742,1.181,0.7753,1.3742,0.0,0.0,0.0
fileid_781,12.05,3.144,1.1953,0.7688,2.8993,1.1953,0.7688,2.8993,0.0,0.0,0.0
fileid_782,-1.7,4.464,1.0985,0.6517,-5.4559,1.0985,0.6517,-5.4559,0.0,0.0,0.0
fileid_783,5.99,4.656,1.2069,0.7482,-2.6485,1.2069,0.7482,-2.6485,0.0,0.0,0.0
fileid_784,12.74,9.024,1.237,0.7185,-0.0196,1.237,0.7185,-0.0196,0.0,0.0,0.0
fileid_785,4.76,3.696,1.2908,0.7699,0.8175,1.2908,0.7699,0.8175,0.0,0.0,0.0
fileid_786,9.02,8.904,1.4662,0.8151,3.7943,1.4662,0.8151,3.7943,0.0,0.0,0.0
fileid_787,-0.75,4.584,1.1672,0.7342,-2.8289,1.1672,0.7342,-2.8289,0.0,0.0,0.0
fileid_788,-3.64,7.104,1.0673,0.7144,-5.1212,1.0673,0.7144,-5.1212,0.0,0.0,0.0
fileid_789,18.12,3.456,2.5639,0.988,15.7512,2.5639,0.988,15.7512,0.0,0.0,0.0
fileid_790,15.16,6.792,1.0995,0.7378,2.4933,1.0995,0.7378,2.4933,0.0,0.0,0.0
fileid_791,16.22,4.704,2.4133,0.9781,14.5978,2.4133,0.9781,14.5978,0.0,0.0,0.0
fileid_792,11.03,7.344,1.4066,0.9797,8.6387,1.4066,0.9797,8.6387,0.0,0.0,0.0
fileid_793,7.34,4.872,1.3534,0.9225,4.9699,1.3534,0.9225,4.9699,0.0,0.0,0.0
fileid_794,5.16,3.576,1.104,0.8243,-0.8618,1.104,0.8243,-0.8618,0.0,0.0,0.0
fileid_795,0.18,6.576,1.1782,0.6549,-4.3774,1.1782,0.6549,-4.3774,0.0,0.0,0.0
fileid_796,3.04,7.416,1.2047,0.8364,-1.5705,1.2047,0.8364,-1.5705,0.0,0.0,0.0
fileid_797,8.29,6.336,1.0707,0.5031,-5.2359,1.0707,0.5031,-5.2359,0.0,0.0,0.0
fileid_798,1.9,6.72,1.1841,0.5023,-0.5194,1.1841,0.5023,-0.5194,0.0,0.0,0.0
fileid_799,-0.71,6.864,1.0879,0.7175,-4.4094,1.0879,0.7175,-4.4094,0.0,0.0,0.0
fileid_800,12.18,3.504,1.4026,0.7676,2.0874,1.4026,0.7676,2.0874,0.0,0.0,0.0
fileid_801,-0.5,7.248,1.0861,0.4791,-3.7502,1.0861,0.4791,-3.7502,0.0,0.0,0.0
fileid_802,-4.62,3.96,1.8666,0.4889,-8.1468,1.8666,0.4889,-8.1468,0.0,0.0,0.0
fileid_803,1.83,2.736,1.2123,0.7721,-0.4489,1.2123,0.7721,-0.4489,0.0,0.0,0.0
fileid_804,9.41,2.568,1.1206,0.7697,-2.6594,1.1206,0.7697,-2.6594,0.0,0.0,0.0
fileid_805,7.71,5.688,1.1105,0.7396,-0.1134,1.1105,0.7396,-0.1134,0.0,0.0,0.0
fileid_806,-3.99,5.496,1.2005,0.7676,-6.1516,1.2005,0.7676,-6.1516,0.0,0.0,0.0
fileid_807,14.99,5.04,1.8944,0.9824,13.8725,1.8944,0.9824,13.8725,0.0,0.0,0.0
fileid_808,1.23,7.464,1.036,0.3656,-11.3504,1.036,0.3656,-11.3504,0.0,0.0,0.0
fileid_809,-0.9,7.536,1.2409,0.8443,-1.655,1.2409,0.8443,-1.655,0.0,0.0,0.0
fileid_810,17.23,5.784,1.4204,0.8444,7.138,1.4204,0.8444,7.138,0.0,0.0,0.0
fileid_811,13.55,7.488,1.2591,0.6085,0.4151,1.2591,0.6085,0.4151,0.0,0.0,0.0
fileid_812,5.96,6.072,1.2778,0.5912,-3.6349,1.2778,0.5912,-3.6349,0.0,0.0,0.0
fileid_813,1.08,5.544,1.1744,0.8989,-0.9178,1.1744,0.8989,-0.9178,0.0,0.0,0.0
fileid_814,0.76,7.056,1.0653,0.5028,-6.626,1.0653,0.5028,-6.626,0.0,0.0,0.0
fileid_815,17.23,5.448,1.163,0.9351,14.8014,1.163,0.9351,14.8014,0.0,0.0,0.0
fileid_816,3.1,6.624,1.0669,0.6014,-3.0464,1.0669,0.6014,-3.0464,0.0,0.0,0.0
fileid_817,-1.78,6.984,1.5131,0.924,-5.4273,1.5131,0.924,-5.4273,0.0,0.0,0.0
fileid_818,19.24,5.76,3.7496,0.9665,15.3197,3.7496,0.9665,15.3197,0.0,0.0,0.0
fileid_819,19.67,6.432,1.2195,0.8704,1.897,1.2195,0.8704,1.897,0.0,0.0,0.0
fileid_820,-3.45,3.624,1.0449,0.3787,-7.7123,1.0449,0.3787,-7.7123,0.0,0.0,0.0
fileid_821,18.72,3.576,1.1303,0.8218,1.3907,1.1303,0.8218,1.3907,0.0,0.0,0.0
fileid_822,3.14,4.464,1.1776,0.813,0.5849,1.1776,0.813,0.5849,0.0,0.0,0.0
fileid_823,9.87,5.496,1.6484,0.9774,8.9216,1.6484,0.9774,8.9216,0.0,0.0,0.0
fileid_824,13.56,6.216,1.9992,0.9286,7.8832,1.9992,0.9286,7.8832,0.0,0.0,0.0
fileid_825,6.67,6.648,1.7589,0.9741,5.3363,1.7589,0.9741,5.3363,0.0,0.0,0.0
fileid_826,9.11,4.104,1.2542,0.6863,6.7221,1.2542,0.6863,6.7221,0.0,0.0,0.0
fileid_827,18.21,7.896,1.2392,0.682,-0.8074,1.2392,0.682,-0.8074,0.0,0.0,0.0
fileid_828,-2.31,5.664,1.1073,0.8923,-4.6757,1.1073,0.8923,-4.6757,0.0,0.0,0.0
fileid_829,1.1,8.28,1.2753,0.7747,-1.6156,1.2753,0.7747,-1.6156,0.0,0.0,0.0
fileid_830,-2.21,9.36,1.0344,0.6004,-4.9768,1.0344,0.6004,-4.9768,0.0,0.0,0.0
fileid_831,7.21,9.2,1.1658,0.7658,2.2685,1.1658,0.7658,2.2685,0.0,0.0,0.0
fileid_832,19.5,6.75,1.2708,0.7012,0.0878,1.2708,0.7012,0.0878,0.0,0.0,0.0
fileid_833,2.82,8.32,1.0574,0.6828,-1.1991,1.0574,0.6828,-1.1991,0.0,0.0,0.0
fileid_834,8.15,8.99,1.436,0.8577,5.3228,1.436,0.8577,5.3228,0.0,0.0,0.0
fileid_835,12.4,12.07,1.0777,0.4596,-5.9694,1.0777,0.4596,-5.9694,0.0,0.0,0.0
fileid_836,10.09,7.361,1.1456,0.8185,2.723,1.1456,0.8185,2.723,0.0,0.0,0.0
fileid_837,6.48,9.28,1.1308,0.5827,-3.3187,1.1308,0.5827,-3.3187,0.0,0.0,0.0
fileid_838,15.77,11.199,1.8509,0.9008,6.1268,1.8509,0.9008,6.1268,0.0,0.0,0.0
fileid_839,-1.68,10.04,1.1626,0.5027,-5.7242,1.1626,0.5027,-5.7242,0.0,0.0,0.0
fileid_840,-3.41,8.2,1.0995,0.7439,-5.0985,1.0995,0.7439,-5.0985,0.0,0.0,0.0
fileid_841,-4.59,11.24,1.029,0.4798,-6.6475,1.029,0.4798,-6.6475,0.0,0.0,0.0
fileid_842,1.86,9.4,1.1191,0.7731,-1.5849,1.1191,0.7731,-1.5849,0.0,0.0,0.0
fileid_843,-0.22,9.8,1.041,0.5701,-3.9836,1.041,0.5701,-3.9836,0.0,0.0,0.0
fileid_844,12.06,8.76,1.2136,0.7266,1.0588,1.2136,0.7266,1.0588,0.0,0.0,0.0
fileid_845,-3.48,8.401,1.0768,0.6011,-6.0976,1.0768,0.6011,-6.0976,0.0,0.0,0.0
fileid_846,19.16,8.919,1.1812,0.692,0.588,1.1812,0.692,0.588,0.0,0.0,0.0
fileid_847,10.31,8.8,1.3267,0.7168,3.2239,1.3267,0.7168,3.2239,0.0,0.0,0.0
fileid_848,12.39,11.401,2.0109,0.9081,5.2422,2.0109,0.9081,5.2422,0.0,0.0,0.0
fileid_849,8.51,8.12,1.116,0.6479,1.0417,1.116,0.6479,1.0417,0.0,0.0,0.0
fileid_850,14.39,9.24,1.1705,0.6184,-2.7684,1.1705,0.6184,-2.7684,0.0,0.0,0.0
fileid_851,16.17,9.36,1.5672,0.874,4.2489,1.5672,0.874,4.2489,0.0,0.0,0.0
fileid_852,-4.22,8.12,1.0661,0.7409,-7.5141,1.0661,0.7409,-7.5141,0.0,0.0,0.0
fileid_853,12.99,8.201,1.1578,0.8154,4.4972,1.1578,0.8154,4.4972,0.0,0.0,0.0
fileid_854,-2.08,11.959,1.1065,0.7562,-4.7325,1.1065,0.7562,-4.7325,0.0,0.0,0.0
fileid_855,5.34,8.4,1.1951,0.7914,-1.7609,1.1951,0.7914,-1.7609,0.0,0.0,0.0
fileid_856,16.19,10.12,1.4569,0.7741,4.6137,1.4569,0.7741,4.6137,0.0,0.0,0.0
fileid_857,4.52,9.359,1.0745,0.6242,1.0076,1.0745,0.6242,1.0076,0.0,0.0,0.0
fileid_858,-3.29,9.559,1.0386,0.6196,-7.2132,1.0386,0.6196,-7.2132,0.0,0.0,0.0
fileid_859,12.58,6.319,1.2318,0.7235,0.1338,1.2318,0.7235,0.1338,0.0,0.0,0.0
fileid_860,2.31,10.481,1.2139,0.7519,-1.6916,1.2139,0.7519,-1.6916,0.0,0.0,0.0
fileid_861,17.74,8.72,1.636,0.9121,5.7508,1.636,0.9121,5.7508,0.0,0.0,0.0
fileid_862,-3.3,9.6,1.0425,0.6314,-5.0576,1.0425,0.6314,-5.0576,0.0,0.0,0.0
fileid_863,1.31,8.72,1.412,0.9018,-1.2236,1.412,0.9018,-1.2236,0.0,0.0,0.0
fileid_864,12.2,11.399,1.208,0.7356,1.0141,1.208,0.7356,1.0141,0.0,0.0,0.0
fileid_865,3.99,10.479,1.2578,0.8427,2.2668,1.2578,0.8427,2.2668,0.0,0.0,0.0
fileid_866,9.05,7.961,1.4614,0.9076,7.1559,1.4614,0.9076,7.1559,0.0,0.0,0.0
fileid_867,9.57,9.601,1.4173,0.9055,7.2498,1.4173,0.9055,7.2498,0.0,0.0,0.0
fileid_868,13.6,6.185,1.3298,0.917,12.5019,1.3298,0.917,12.5019,0.0,0.0,0.0
fileid_869,15.08,6.84,2.524,0.9879,12.6845,2.524,0.9879,12.6845,0.0,0.0,0.0
fileid_870,19.44,8.0,2.041,0.9823,17.5028,2.041,0.9823,17.5028,0.0,0.0,0.0
fileid_871,2.79,10.641,1.0302,0.748,1.7004,1.0302,0.748,1.7004,0.0,0.0,0.0
fileid_872,11.88,7.92,1.3843,0.945,10.9715,1.3843,0.945,10.9715,0.0,0.0,0.0
fileid_873,-3.19,8.0,1.0499,0.5794,-4.2053,1.0499,0.5794,-4.2053,0.0,0.0,0.0
fileid_874,15.02,7.508,1.3584,0.8946,8.1042,1.3584,0.8946,8.1042,0.0,0.0,0.0
fileid_875,10.7,8.76,1.4909,0.9289,9.4056,1.4909,0.9289,9.4056,0.0,0.0,0.0
fileid_876,15.48,6.12,1.6694,0.9659,14.7669,1.6694,0.9659,14.7669,0.0,0.0,0.0
fileid_877,18.58,7.52,1.4663,0.873,6.5387,1.4663,0.873,6.5387,0.0,0.0,0.0
fileid_878,7.73,6.12,1.2649,0.9036,4.1013,1.2649,0.9036,4.1013,0.0,0.0,0.0
fileid_879,6.81,3.724,1.2723,0.9778,5.676,1.2723,0.9778,5.676,0.0,0.0,0.0
fileid_880,15.78,6.16,3.0052,0.9964,15.5265,3.0052,0.9964,15.5265,0.0,0.0,0.0
fileid_881,13.33,9.52,2.1355,0.9784,11.2448,2.1355,0.9784,11.2448,0.0,0.0,0.0
fileid_882,-3.2,3.368,1.0549,0.6373,-5.5063,1.0549,0.6373,-5.5063,0.0,0.0,0.0
fileid_883,17.86,2.945,1.9774,0.9088,8.4092,1.9774,0.9088,8.4092,0.0,0.0,0.0
fileid_884,8.28,8.56,1.4508,0.9425,7.6109,1.4508,0.9425,7.6109,0.0,0.0,0.0
fileid_885,14.11,7.96,1.2977,0.9079,3.7135,1.2977,0.9079,3.7135,0.0,0.0,0.0
fileid_886,19.13,12.16,1.6424,0.9729,18.0635,1.6424,0.9729,18.0635,0.0,0.0,0.0
fileid_887,-0.47,8.701,1.1022,0.9307,-1.6009,1.1022,0.9307,-1.6009,0.0,0.0,0.0
fileid_888,-0.46,3.715,1.0948,0.7062,-2.6509,1.0948,0.7062,-2.6509,0.0,0.0,0.0
fileid_889,19.96,3.614,1.4508,0.8659,3.1861,1.4508,0.8659,3.1861,0.0,0.0,0.0
fileid_890,15.62,7.02,1.9981,0.9816,14.2446,1.9981,0.9816,14.2446,0.0,0.0,0.0
fileid_891,3.23,2.859,1.1579,0.812,-4.8501,1.1579,0.812,-4.8501,0.0,0.0,0.0
fileid_892,14.8,9.901,1.2801,0.8934,6.0241,1.2801,0.8934,6.0241,0.0,0.0,0.0
fileid_893,-2.72,6.6,1.0457,0.5805,-4.7451,1.0457,0.5805,-4.7451,0.0,0.0,0.0
fileid_894,-4.56,6.84,1.0398,0.6879,-5.8727,1.0398,0.6879,-5.8727,0.0,0.0,0.0
fileid_895,15.4,8.08,1.5512,0.9439,11.1089,1.5512,0.9439,11.1089,0.0,0.0,0.0
fileid_896,7.69,8.0,1.245,0.9259,6.0826,1.245,0.9259,6.0826,0.0,0.0,0.0
fileid_897,15.24,10.601,1.6783,0.9281,13.727,1.6783,0.9281,13.727,0.0,0.0,0.0
fileid_898,14.79,6.64,1.6654,0.968,13.1441,1.6654,0.968,13.1441,0.0,0.0,0.0
fileid_899,7.2,8.0,1.4771,0.909,5.2942,1.4771,0.909,5.2942,0.0,0.0,0.0
fileid_900,19.2,7.681,2.2202,0.9316,17.546,2.2202,0.9316,17.546,0.0,0.0,0.0
fileid_901,18.42,6.76,2.5602,0.9842,17.0937,2.5602,0.9842,17.0937,0.0,0.0,0.0
fileid_902,3.08,7.52,1.2386,0.8871,-1.532,1.2386,0.8871,-1.532,0.0,0.0,0.0
fileid_903,5.6,7.08,1.0613,0.6638,2.2082,1.0613,0.6638,2.2082,0.0,0.0,0.0
fileid_904,1.44,6.04,1.4259,0.9722,0.3757,1.4259,0.9722,0.3757,0.0,0.0,0.0
fileid_905,15.12,8.28,1.6156,0.9065,9.5108,1.6156,0.9065,9.5108,0.0,0.0,0.0
fileid_906,1.23,7.799,1.0725,0.567,0.3827,1.0725,0.567,0.3827,0.0,0.0,0.0
fileid_907,19.62,6.44,1.4436,0.8497,6.8461,1.4436,0.8497,6.8461,0.0,0.0,0.0
fileid_908,-0.38,7.88,1.1549,0.8257,-1.9058,1.1549,0.8257,-1.9058,0.0,0.0,0.0
fileid_909,12.39,7.68,1.7591,0.9536,11.5128,1.7591,0.9536,11.5128,0.0,0.0,0.0
fileid_910,8.89,7.841,1.1346,0.8555,7.3656,1.1346,0.8555,7.3656,0.0,0.0,0.0
fileid_911,-4.82,7.799,1.0915,0.8393,-6.944,1.0915,0.8393,-6.944,0.0,0.0,0.0
fileid_912,16.94,6.561,1.8132,0.9568,15.4137,1.8132,0.9568,15.4137,0.0,0.0,0.0
fileid_913,7.72,6.08,1.1605,0.8381,3.9277,1.1605,0.8381,3.9277,0.0,0.0,0.0
fileid_914,17.19,6.839,1.9821,0.9798,16.1186,1.9821,0.9798,16.1186,0.0,0.0,0.0
fileid_915,11.57,8.079,1.4606,0.9128,9.8602,1.4606,0.9128,9.8602,0.0,0.0,0.0
fileid_916,19.4,7.559,3.346,0.9962,18.5961,3.346,0.9962,18.5961,0.0,0.0,0.0
fileid_917,-0.16,10.0,1.1008,0.8336,-1.2509,1.1008,0.8336,-1.2509,0.0,0.0,0.0
fileid_918,13.49,8.0,2.9242,0.9766,12.2762,2.9242,0.9766,12.2762,0.0,0.0,0.0
fileid_919,11.71,8.0,1.8981,0.9695,9.9436,1.8981,0.9695,9.9436,0.0,0.0,0.0
fileid_920,19.26,6.961,2.6703,0.9914,15.8189,2.6703,0.9914,15.8189,0.0,0.0,0.0
fileid_921,15.99,6.121,2.675,0.9781,14.4764,2.675,0.9781,14.4764,0.0,0.0,0.0
fileid_922,12.37,6.961,3.2168,0.9984,10.3854,3.2168,0.9984,10.3854,0.0,0.0,0.0
fileid_923,10.86,7.24,1.8742,0.9948,8.2041,1.8742,0.9948,8.2041,0.0,0.0,0.0
fileid_924,5.88,8.2,1.1435,0.8464,4.2491,1.1435,0.8464,4.2491,0.0,0.0,0.0
fileid_925,19.88,6.881,1.335,0.8856,8.6614,1.335,0.8856,8.6614,0.0,0.0,0.0
fileid_926,3.05,7.44,1.0469,0.6,-1.1945,1.0469,0.6,-1.1945,0.0,0.0,0.0
fileid_927,13.64,6.4,2.0017,0.9933,11.9104,2.0017,0.9933,11.9104,0.0,0.0,0.0
fileid_928,16.89,7.12,1.2637,0.7943,2.5341,1.2637,0.7943,2.5341,0.0,0.0,0.0
fileid_929,13.8,6.12,1.2072,0.9176,5.7692,1.2072,0.9176,5.7692,0.0,0.0,0.0
fileid_930,9.06,2.771,1.2964,0.8382,6.152,1.2964,0.8382,6.152,0.0,0.0,0.0
fileid_931,0.98,6.44,1.0874,0.8708,0.3601,1.0874,0.8708,0.3601,0.0,0.0,0.0
fileid_932,14.48,6.881,1.7449,0.9882,13.3027,1.7449,0.9882,13.3027,0.0,0.0,0.0
fileid_933,4.08,7.519,1.1107,0.8372,0.4873,1.1107,0.8372,0.4873,0.0,0.0,0.0
fileid_934,-0.17,7.081,1.0788,0.9059,-1.3161,1.0788,0.9059,-1.3161,0.0,0.0,0.0
fileid_935,2.0,6.96,1.4451,0.964,1.4185,1.4451,0.964,1.4185,0.0,0.0,0.0
fileid_936,-1.29,7.28,1.3704,0.9434,-1.8486,1.3704,0.9434,-1.8486,0.0,0.0,0.0
fileid_937,12.89,6.04,1.6111,0.9692,11.6871,1.6111,0.9692,11.6871,0.0,0.0,0.0
fileid_938,16.58,6.4,3.4228,0.9994,15.6909,3.4228,0.9994,15.6909,0.0,0.0,0.0
fileid_939,5.45,7.161,1.1617,0.944,4.1633,1.1617,0.944,4.1633,0.0,0.0,0.0
fileid_940,-4.6,6.76,1.0557,0.8469,-6.9143,1.0557,0.8469,-6.9143,0.0,0.0,0.0
fileid_941,-2.98,6.0,1.1233,0.9259,-3.8739,1.1233,0.9259,-3.8739,0.0,0.0,0.0
fileid_942,18.91,7.281,1.7472,0.9702,13.8103,1.7472,0.9702,13.8103,0.0,0.0,0.0
fileid_943,4.22,6.96,1.1271,0.8235,2.7122,1.1271,0.8235,2.7122,0.0,0.0,0.0
fileid_944,-1.17,6.0,1.0753,0.6391,-5.2331,1.0753,0.6391,-5.2331,0.0,0.0,0.0
fileid_945,-2.7,2.875,1.0979,0.6581,-5.363,1.0979,0.6581,-5.363,0.0,0.0,0.0
fileid_946,15.19,7.24,1.1942,0.7876,0.4871,1.1942,0.7876,0.4871,0.0,0.0,0.0
fileid_947,1.12,8.0,1.085,0.5747,-0.1442,1.085,0.5747,-0.1442,0.0,0.0,0.0
fileid_948,7.61,6.201,3.8275,0.9993,6.2125,3.8275,0.9993,6.2125,0.0,0.0,0.0
fileid_949,11.28,10.28,1.3231,0.8058,9.8474,1.3231,0.8058,9.8474,0.0,0.0,0.0
fileid_950,5.75,7.641,1.2839,0.8792,4.8203,1.2839,0.8792,4.8203,0.0,0.0,0.0
fileid_951,3.76,7.039,1.0692,0.6014,-1.354,1.0692,0.6014,-1.354,0.0,0.0,0.0
fileid_952,7.89,9.76,1.2648,0.8865,6.5792,1.2648,0.8865,6.5792,0.0,0.0,0.0
fileid_953,-0.95,8.12,1.2161,0.7565,-2.4506,1.2161,0.7565,-2.4506,0.0,0.0,0.0
fileid_954,4.51,7.56,1.6281,0.9819,3.0847,1.6281,0.9819,3.0847,0.0,0.0,0.0
fileid_955,19.77,9.4,1.7082,0.9006,6.7487,1.7082,0.9006,6.7487,0.0,0.0,0.0
fileid_956,18.62,3.178,2.3256,0.9922,15.8311,2.3256,0.9922,15.8311,0.0,0.0,0.0
fileid_957,4.59,9.48,1.2306,0.9284,2.3592,1.2306,0.9284,2.3592,0.0,0.0,0.0
fileid_958,12.83,8.675,2.2428,0.9911,11.6849,2.2428,0.9911,11.6849,0.0,0.0,0.0
fileid_959,1.8,5.338,1.0733,0.7616,1.2441,1.0733,0.7616,1.2441,0.0,0.0,0.0
fileid_960,4.11,3.458,1.0713,0.8001,-0.1103,1.0713,0.8001,-0.1103,0.0,0.0,0.0
fileid_961,8.38,9.779,1.0789,0.8438,4.797,1.0789,0.8438,4.797,0.0,0.0,0.0
fileid_962,10.51,11.7,1.6457,0.9829,8.7498,1.6457,0.9829,8.7498,0.0,0.0,0.0
fileid_963,10.82,3.201,1.1097,0.863,9.5159,1.1097,0.863,9.5159,0.0,0.0,0.0
