id,snr_target_db,duration_sec,noisy_pesq,noisy_stoi,noisy_si_snr,enh_pesq,enh_stoi,enh_si_snr,delta_pesq,delta_stoi,delta_si_snr
161,8.02,10.0,1.2617,0.8886,8.0216,1.1425,0.8349,5.0375,-0.11919999999999997,-0.05369999999999997,-2.9840999999999998
221,5.02,10.0,1.4509,0.8395,5.0153,1.1301,0.7209,0.2789,-0.3208,-0.11860000000000004,-4.7364
234,2.0,10.0,1.1464,0.7516,1.9995,1.0647,0.7035,1.9985,-0.0817000000000001,-0.04810000000000003,-0.001000000000000112
54,19.0,10.0,1.6783,0.9713,19.0009,1.268,0.9184,5.7215,-0.4102999999999999,-0.05290000000000006,-13.279400000000003
253,5.02,10.0,1.1776,0.8553,5.0168,1.0555,0.7706,1.3043,-0.12209999999999988,-0.0847,-3.7125
82,15.01,10.0,1.596,0.9384,15.0086,1.2097,0.8856,5.9332,-0.3863000000000001,-0.05279999999999996,-9.075399999999998
53,1.02,10.0,1.0598,0.6871,1.0152,1.1059,0.6736,4.757,0.04610000000000003,-0.013500000000000068,3.7417999999999996
81,14.0,10.0,1.8167,0.9463,13.9993,1.1109,0.8519,2.7418,-0.7058,-0.09440000000000004,-11.2575
218,19.0,10.0,2.6182,0.9823,18.9992,1.172,0.9056,4.9616,-1.4462,-0.07669999999999999,-14.037599999999998
206,13.01,10.0,1.4988,0.9398,13.0122,1.2203,0.8777,6.5199,-0.27849999999999997,-0.06209999999999993,-6.4923
89,5.0,10.0,1.7183,0.9374,5.0,1.1987,0.867,1.2885,-0.5195999999999998,-0.07040000000000002,-3.7115
80,18.0,10.0,1.89,0.9793,17.9958,1.2109,0.9158,5.181,-0.6790999999999998,-0.0635,-12.814799999999998
275,4.0,10.0,1.3016,0.8916,4.0028,1.0947,0.8161,1.7457,-0.20690000000000008,-0.0754999999999999,-2.2570999999999994
48,12.0,10.0,1.331,0.9255,12.0003,1.2534,0.8922,6.8008,-0.07759999999999989,-0.033299999999999996,-5.1995
210,9.08,10.0,1.3674,0.9574,9.0782,1.1555,0.9074,5.2178,-0.21189999999999998,-0.050000000000000044,-3.8604000000000003
117,18.01,10.0,2.167,0.963,18.006,1.3198,0.8913,5.986,-0.8471999999999997,-0.07169999999999999,-12.02
9,18.0,10.0,2.5135,0.9844,17.9953,1.1382,0.8966,3.6635,-1.3753,-0.0878000000000001,-14.331800000000001
228,11.03,10.0,2.1551,0.9729,11.0345,1.1738,0.9165,4.6839,-0.9813000000000001,-0.056400000000000006,-6.350599999999999
130,19.01,10.0,2.4739,0.9878,19.0053,1.3465,0.9133,6.6458,-1.1274,-0.07450000000000001,-12.359499999999997
43,8.03,10.0,1.1967,0.8393,8.0293,1.1371,0.8147,6.3472,-0.0596000000000001,-0.024600000000000066,-1.6820999999999993
